m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
1.344821e+06,1.344821e+06,0.17425901,4.73858429,1.170735e+06,2.689643e+06,1.00000000,0.25000000,1,1.634855e-03,lisa,0,1,0
1.274343e+07,1.274343e+07,0.17434201,4.73585231,1.109380e+07,2.548686e+07,1.00000000,0.25000000,1,1.725271e-04,gap,0,0,1
1.693947e+07,1.693947e+07,0.17436200,4.73519447,1.474667e+07,3.387895e+07,1.00000000,0.25000000,1,1.297908e-04,gap,0,0,1
1.305958e+06,1.305958e+06,0.17437001,4.73493128,1.136902e+06,2.611916e+06,1.00000000,0.25000000,1,1.683505e-03,lisa,0,1,0
1.503366e+06,1.503366e+06,0.17438100,4.73456962,1.308756e+06,3.006732e+06,1.00000000,0.25000000,1,1.462443e-03,lisa,0,1,0
3.270800e+07,3.270800e+07,0.17446201,4.73190705,2.847397e+07,6.541600e+07,1.00000000,0.25000000,1,6.721864e-05,gap,0,0,1
3.300103e+06,3.300103e+06,0.17446500,4.73180865,2.872907e+06,6.600207e+06,1.00000000,0.25000000,1,6.662178e-04,lisa,0,1,0
2.861205e+07,2.861205e+07,0.17456400,4.72855788,2.490823e+07,5.722409e+07,1.00000000,0.25000000,1,7.684132e-05,gap,0,0,1
1.436137e+06,1.436137e+06,0.17482100,4.72013646,1.250230e+06,2.872273e+06,1.00000000,0.25000000,1,1.530904e-03,lisa,0,1,0
2.550030e+07,2.550030e+07,0.17488500,4.71804313,2.219930e+07,5.100059e+07,1.00000000,0.25000000,1,8.621812e-05,gap,0,0,1
1.279798e+06,1.279798e+06,0.17492400,4.71676839,1.114129e+06,2.559596e+06,1.00000000,0.25000000,1,1.717918e-03,lisa,0,1,0
1.246738e+07,1.246738e+07,0.17501800,4.71369810,1.085348e+07,2.493475e+07,1.00000000,0.25000000,1,1.763472e-04,gap,0,0,1
1.428702e+06,1.428702e+06,0.17513201,4.70997855,1.243758e+06,2.857405e+06,1.00000000,0.25000000,1,1.538870e-03,lisa,0,1,0
2.345852e+06,2.345852e+06,0.17519000,4.70808830,2.042183e+06,4.691704e+06,1.00000000,0.25000000,1,9.372234e-04,lisa,0,1,0
2.107854e+06,2.107854e+06,0.17530000,4.70450649,1.834993e+06,4.215707e+06,1.00000000,0.25000000,1,1.043046e-03,lisa,0,1,0
1.781946e+06,1.781946e+06,0.17554700,4.69648002,1.551274e+06,3.563891e+06,1.00000000,0.25000000,1,1.233813e-03,lisa,0,1,0
1.248636e+06,1.248636e+06,0.17562500,4.69395029,1.087001e+06,2.497272e+06,1.00000000,0.25000000,1,1.760791e-03,lisa,0,1,0
2.049646e+06,2.049646e+06,0.17568401,4.69203781,1.784320e+06,4.099291e+06,1.00000000,0.25000000,1,1.072667e-03,lisa,0,1,0
